id,northing,easting,town,label
SGA/A120/11/1,737759.556,633595.127,Atasemano-Abuakwa,SGA/A120/11/1
SGA/3/07/03/1,724026.522,606048.274,Nkawie,SGA/3/07/03/1
SGA/A130/11/GAB1,744419.251,676829.804,Tafo,SGA/A130/11/GAB1
SGA/11/GAB/PE1,752828.02,680707.256,Pankrono Estate,SGA/11/GAB/PE1
GCS/A3/56/13,777699.868,706714.068,Ntonso,GCS/A3/56/13
SGA/A216/09/12,788533.7086,718192.8002,Asonomaso,SGA/A216/09/12
SGA/6/99/18,861145,752145.254,Mampong,SGA/6/99/18
SGA/A415/10/70,732608.697,655946.845,Agric Nzema,SGA/A415/10/70
SGA/A279/09/17,781534.61,585648.02,Mankraso,SGA/A279/09/17
SGA/03/07/70,754243.203,627469.308,Taabre,SGA/03/07/70
SGA/3/72/14,718797.432,689505.477,Kyiriapatere Estate,SGA/3/72/14
SGA/A981/11/1,705762.884,679652.186,Sokoban Wood Village,SGA/A981/11/1
SGA/A519/11/1,572856.434,714215.265,Asokwa Junction,SGA/A519/11/1
SGA/A221/11/1,502350.107,757467.801,New Edubiase,SGA/A221/11/1
SGA/A289/09/CP2,802522.42,590301.45,Bemso,SGA/A289/09/CP2
SG/GPS2/06/13D,740156.344,708581.899,Brri,SG/GPS2/06/13D
SGA/B009/12/2,727034.254,699478.785,Ayeduase,SGA/B009/12/2
GCP 3355,471444.7,767144.06,Atasi Nkwanta,GCP 3355
GCP 3361,501635.76,757804.14,Asamang,GCP 3361
GCP 3400,515452.73,745773.97,Ansa,GCP 3400
GCP 3403,527206.14,731144.19,Kwajo Nkwanta,GCP 3403
GCP 3406,541508.09,726094.35,Brofoyedru,GCP 3406
GCP 3409,557521.72,722627.82,Chirebroso,GCP 3409
SGW/13/03/1,80285.173,550861.114,Agona Nkwanta,SGW/13/03/1
SGW/11/91/30,105851.26,630284.21,Db Agric,SGW/11/91/30
SGW/22/03/2,76542.834,607597.44,Funko Rd,SGW/22/03/2
SGW/4/05/1,72618.845,449032.644,Axim Post Office,SGW/4/05/1
SGW/25/03/43,126861.46,657889.43,Shama Junction,SGW/25/03/43
SGW/5/97/4,101821.25,642153.83,Totobi K'kye Jctn,SGW/5/97/4
SGW/24/03/14,81121.662,579591.945,Bokro,SGW/24/03/14
GCS/7/30/545,106761.51,635199.67,Kojokrom J.W Top,GCS/7/30/545
SGW/25/03/3,99931.008,626613.217,Fijai,SGW/25/03/3
GPS/AK1/06/2,82942.795,599729.209,Kejabil,GPS/AK1/06/2
GCS/WP5/35/2A,76015.851,588862.977,Egyam/Pumpuni Jct,GCS/WP5/35/2A
GHA/AE/58,84529.923,438994.945,Ankobra B/4 Tollgate,GHA/AE/58
SGW/42/ 03/7,81177.38,591396.42,Beahu,SGW/42/ 03/7
SGW/5/63/6,91439.12,627411.65,Wamco,SGW/5/63/6
GCS/WP10/37/7A,277421.91,486124.33,Prestea Old Police Station,GCS/WP10/37/7A
GHA/AE/155,225309.501,259552.776,Elubo Near 1st Pfs,GHA/AE/155
SGW/117/07/1,638120.08,280515.47,Sefwi Asawinso Gcb Office,SGW/117/07/1
SGW/1/94A/950,107834.99,620140.09,Kansa Worado,SGW/1/94A/950
SG2/558/5S,74012.039,603449.282,Adwoa School,SG2/558/5S
SGW/22/62/3,230579.94,539245.94,Takwa Central,SGW/22/62/3
SGW/38/06/1A,72694.21,587664.091,Egyam Grotto,SGW/38/06/1A
SGW/1/07/H1,83350.719,625999.706,Surv. Dept. Office,SGW/1/07/H1
SGW/6/08/1,81993.834,605394.039,St. Mary's Gate,SGW/6/08/1
GCS/CP4/56/7,112238.39,649529.08,Secko,GCS/CP4/56/7
GCS/3/48/5,93521.6,616960.75,Brigade,GCS/3/48/5
SGW/1/94A/709,78771.536,602784.848,Apowa Cemetry,SGW/1/94A/709
SGW/1/94A/912,112058.984,613962.862,Mampong,SGW/1/94A/912
SGW/25/03/66,154059.504,665753.909,Daboase Jctn,SGW/25/03/66
SGW/A61/08/1,93519.504,617841.951,Blanckson's House,SGW/A61/08/1
SGW/24/03/38,81857.132,558542.991,Aboadze,SGW/24/03/38
SGW/12/05/2,231260.297,538543.849,Takwa Post Office ,SGW/12/05/2
SGW/25/03/37,121776.948,655478.96,Ituma,SGW/25/03/37
SGW/11/91/31,105762.46,630313.59,Agric,SGW/11/91/31
SGW/24/07/124,126907.93,658264.03,Shama ,SGW/24/07/124
SGW/A044/10/2,95705.449,609648.2,Asaka,SGW/A044/10/2
SGW/A929/11/3,647181.696,423358.285,Bibiani,SGW/A929/11/3
GCS/WP7/32/6,647217.393,422042.522,Wiawso,GCS/WP7/32/6
SGW/25/06/10,562854.119,361455.51,Sefwi  ,SGW/25/06/10
SGW/C558/09/2,106465.08,627303.47,Diabene,SGW/C558/09/2
KNUST/GE/06/10/GPS2,110555.415,639230.445,Mpintsin,KNUST/GE/06/10/GPS2
SGW/25/03/44,126929.671,658311.734,Shama junction,SGW/25/03/44
SGW/B390/10/1,212971.419,533422.476,Tarkwa,SGW/B390/10/1
SGW/H020/10/1,254741.592,536272.249,Samanho,SGW/H020/10/1
GPS/DP1/06/26,102396.113,623084.604,Ntankoful,GPS/DP1/06/26
SGW/H034/10/11,216806.917,526140.692,Teberebei,SGW/H034/10/11
SGW/24/03/14,81121.662,579591.945,Bokoro,SGW/24/03/14
SGW/H020/10/4,95712.738,606153.762,Whindo,SGW/H020/10/4
SGW/D811/10/2,109586.291,621727.398,Deabene,SGW/D811/10/2
SGW/10/1,619844.218,106052.137,Kansaworado,SGW/10/1
SGW/25/03/66,665753.909,154059.504,Beposo,SGW/25/03/66
SGW/13/05/15,633974.101,113517.569,Enoe,SGW/13/05/15
SGW/H034/10/7,647140.894,106823.175,Essupong,SGW/H034/10/7
SGW/691/09/6,649222.53,130783.291,Komfueku,SGW/691/09/6
SGW/H002/11/1,514634.437,182222.088,Dompim,SGW/H002/11/1
MTN2,632791.226,104397.865,Ketan,MTN2
GCP 3155,154282.28,663834.2,Boapia,GCP 3155
GCP 3158,133026.22,659119.23,Anhwebim,GCP 3158
GCP 3161,109155.85,648695.76,Sekondi,GCP 3161
GCP 3193,84584.1,625311,Takoradi,GCP 3193
GCP 4000,287309.13,568015.08,Huni Valley,GCP 4000
GCP 4003,298797.91,582039.08,Damang,GCP 4003
GCP 4006,308428.57,602447.26,Subri,GCP 4006
GCP 4012,323748.07,645879.33,Ateiku,GCP 4012
GCP 4015,328938.43,660661.01,Ateiku-Nenasi,GCP 4015
SGB/3/67/58,986548.23,370840.01,Nsuatre,SGB/3/67/58
SGB/20/06/GPS25,980230.038,422536.578,Sunyani,SGB/20/06/GPS25
GPS/BA/2000/53,1004757.197,350876.395,Nsoatre Amanfoso,GPS/BA/2000/53
GPS/BA/2000/54,1004959.975,346141.71,Kotoa,GPS/BA/2000/54
SGB/11/95/GPS63,1057196.496,563901.998,Techiman,SGB/11/95/GPS63
SGB/8/04/CP13 ,992231.503,369009.18,Nsoatre,SGB/8/04/CP13 
SGB/20/06/GPS413,1103970.489,988750.4,Bantama,SGB/20/06/GPS413
SGB/20/06 GPS393,1115715.161,904198.766,Atebubu,SGB/20/06 GPS393
SGB/20/06/GPS361,1115717.02,491035.2,Wenchi,SGB/20/06/GPS361
SGB/20/06/GPS336 ,1089939.792,501035.575,Nkonsia,SGB/20/06/GPS336 
SGB/20/06/GPS385,1044756.359,828689.591,Amantin,SGB/20/06/GPS385
SGB/20/06/GPS312,1051651.417,643544.258,Nkoranza,SGB/20/06/GPS312
SGB/20/06/GPS180,1121838.657,300693.947,Goka,SGB/20/06/GPS180
SGB/20/06/GPS409,1289832.62,1023251.772,Yeji,SGB/20/06/GPS409
SGB/20/06/GPS15,988086.842,470240.803,Chiraa,SGB/20/06/GPS15
SGB/28/06/1,1018176.748,476028.953,Buoko,SGB/28/06/1
SGB/20/06/GPS174A,1189796.338,286135.944,Sampa,SGB/20/06/GPS174A
SGB/20/06/GPS218,1121679.632,600367.584,Amoama,SGB/20/06/GPS218
SGB/20/06/GPS124,735363.175,376393.552,Kukuom,SGB/20/06/GPS124
SGB/20/06/GPS224,1224986.135,636190.44,Kintampo,SGB/20/06/GPS224
SGB/20/06/GPS220,1168847.164,620016.341,Gyema,SGB/20/06/GPS220
GCS/T/183,1271663.932,651846.621,Suronnuase,GCS/T/183
SGB/20/06/GPS1S,1110524.217,350306.477,Seikwa,SGB/20/06/GPS1S
SGB/20/06/GPS178A,1197730.858,279459.491,Soko,SGB/20/06/GPS178A
SGB/20/06/GPS156A,946084.679,224629.372,Dormaa Ahenkro,SGB/20/06/GPS156A
SGB/20/06/GPS160A,951788.899,185429.384,Tweapease,SGB/20/06/GPS160A
SGB/20/06/GPS153B,936351.971,190978.826,Gonnokrom,SGB/20/06/GPS153B
SGB/20/06/GPS156B,920889.441,190465.193,Yawkrom,SGB/20/06/GPS156B
SGB/20/06/GPS158B,879911.449,167699.51,Diabakrom,SGB/20/06/GPS158B
SG/GPS/BA/2000/56,1009803.399,326291.112,Berekum,SG/GPS/BA/2000/56
SGB/20/06/GPS142,1012659.217,315828.598,Jendede,SGB/20/06/GPS142
SGB/20/06/GPS143,1008261.324,310755.916,Domfete,SGB/20/06/GPS143
SGB/20/06/GPS144,1008228.582,301160.246,Gyenegyene,SGB/20/06/GPS144
SGB/20/06/GPS148,1035272.222,265644.579,Botokrom,SGB/20/06/GPS148
SGB/20/06/GPS150,1046307.577,255872.744,Baabiaraneha,SGB/20/06/GPS150
SGB/20/06/GPS153D,1054617.191,253842.824,Japekrom,SGB/20/06/GPS153D
SGB/20/06/GPS156D,1058548.657,253482.879,Drobo,SGB/20/06/GPS156D
SGB/20/06/GPS158D,1089945.184,259119.426,Fawoman,SGB/20/06/GPS158D
SGB/20/06/GPS160D,1095130.714,254972.52,Nwenam,SGB/20/06/GPS160D
SGB/20/06/GPS164,1117503.939,246083.033,Adomesu,SGB/20/06/GPS164
SGB/20/06/GPS167,1123423.277,260720.578,Asare,SGB/20/06/GPS167
SGB/20/06/GPS170,1140216.412,263179.625,Seketia,SGB/20/06/GPS170
SGB/20/06/GPS173,1137014.183,284231.406,Asiri,SGB/20/06/GPS173
SGB/20/06/GPS176,1126110.287,290413.147,Jakufa,SGB/20/06/GPS176
SGB/20/06/GPS171A,1154553.557,303116.17,Kokoaa,SGB/20/06/GPS171A
GCGNT11/45/5,2224189.48,949878.06,Bolgatanga,GCGNT11/45/5
SGUE/8/72/1A,2189547.4,948152.67,Winkogo,SGUE/8/72/1A
SGUE/7/71/1,2145943.77,957996.14,Pwalugu,SGUE/7/71/1
SGUE/1/87/1,2246477.19,955254.94,Yorogo,SGUE/1/87/1
SGUE/3/99/5714N,2267569.51,1075725.12,Zebila,SGUE/3/99/5714N
SGUE/9/68/1,2321773.18,1186343.94,Musiga,SGUE/9/68/1
SG NT.12/53/6,2315725.44,1163881.48,Bawku,SG NT.12/53/6
SG NT.7/53/3,2322956.71,1216873.89,Sugudi,SG NT.7/53/3
GCS NT/1/43/1,2295036.26,1155962.23,Komnab Tinga,GCS NT/1/43/1
GCS NT/1/43/4,2270171.09,1149242.61,Atoba,GCS NT/1/43/4
GCS NT/1/43/7,2241785.01,1147308.66,Kaadi,GCS NT/1/43/7
GCS NT/1/43/10,2217445.81,1154971.12,Kugli,GCS NT/1/43/10
GCS NT/1/43/13,2186696.3,1154464.04,Sinebaga,GCS NT/1/43/13
GCS NT/1/43/19,2147399.13,1160486.21,Sakogu,GCS NT/1/43/19
GCS NT/1/43/22,2138124.55,1143666.76,Nalerigo,GCS NT/1/43/22
GCS NT/11/36/37,2253237.55,1058532,Tilli,GCS NT/11/36/37
GCS NT/11/36/48,2252864.98,1040795.6,Nangode,GCS NT/11/36/48
GCS NT/11/36/100,2231768.45,1010841.3,Kongo,GCS NT/11/36/100
GCS NT/11/36/128,2214620.59,1010726.68,Pelungu,GCS NT/11/36/128
GPS 1,2291779.96,1121792.9,Bazua,GPS 1
SGUE/3/08/1,2251855.492,1193381.674,Garu,SGUE/3/08/1
